sra_accession,site_name,sequencing_lab,date,total_read_pairs,total_virus_hits,ra,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN56287636,"Chicago (CHI-D2), IL",MU,2025-03-23,737845912,6900,9.351546017646028e-06,6693,183,23,1,0,0,0,0,0,0,0
SAMN56287637,"Chicago (CHI-D2), IL",MU,2025-03-30,708060580,73302,0.0001035250401879,71152,1792,352,4,0,0,0,0,0,0,2
SAMN56287638,"Chicago (CHI-D2), IL",MU,2025-04-06,1052651269,22968,2.1819191860015704e-05,22093,658,207,8,0,0,0,0,0,0,2
SAMN56287639,"Chicago (CHI-D2), IL",MU,2025-04-13,1032678349,41781,4.045887089669196e-05,39589,1920,270,2,0,0,0,0,0,0,0
SAMN56287640,"Chicago (CHI-D2), IL",MU,2025-04-20,606921075,29493,4.8594456865746504e-05,28235,1083,161,14,0,0,0,0,0,0,0
SAMN56287641,"Chicago (CHI-D2), IL",MU,2025-04-27,594524322,72902,0.0001226224013085,69917,2458,486,41,0,0,0,0,0,0,0
SAMN56287642,"Chicago (CHI-D2), IL",MU,2025-05-04,694729987,127879,0.0001840700738314,123759,3552,515,53,0,0,0,0,0,0,0
SAMN56287643,"Chicago (CHI-D2), IL",MU,2025-05-11,1074528746,220463,0.0002051718028211,213188,6129,1103,39,0,0,0,0,0,0,4
SAMN56287644,"Chicago (CHI-D2), IL",MU,2025-05-18,988122826,410802,0.0004157398141109,397697,10615,2392,89,0,0,0,0,0,0,9
SAMN56287645,"Chicago (CHI-D2), IL",MU,2025-05-25,1110905660,58923,5.304050750808129e-05,56216,2513,165,29,0,0,0,0,0,0,0
SAMN56287646,"Chicago (CHI-D2), IL",MU,2025-06-01,650499183,180000,0.000276710570442,172239,6579,1097,84,0,0,0,0,0,0,1
SAMN53135020,"Chicago (CHI-D2), IL",MU,2025-06-08,1352234084,203467,0.0001504672914308,192946,9340,1020,148,0,0,0,0,0,0,13
SAMN53135022,"Chicago (CHI-D2), IL",MU,2025-06-15,1591890113,148580,9.33355881707144e-05,142740,5137,626,65,0,0,0,0,0,0,12
SAMN53135024,"Chicago (CHI-D2), IL",MU,2025-06-22,1556852485,259722,0.0001668250540769,241090,16059,2295,258,0,0,0,0,0,0,20
SAMN53135026,"Chicago (CHI-D2), IL",MU,2025-06-29,1230899790,149485,0.0001214436798303,133366,13566,2475,70,0,0,0,0,0,0,8
SAMN56287647,"Chicago (CHI-D2), IL",MU,2025-07-06,1082183224,140183,0.0001295372141159,125131,12765,2175,104,0,0,0,0,0,0,8
SAMN56287648,"Chicago (CHI-D2), IL",MU,2025-07-13,820340882,15434,1.881413000211783e-05,11992,3172,270,0,0,0,0,0,0,0,0
SAMN56287649,"Chicago (CHI-D2), IL",MU,2025-07-20,1028456187,70012,6.807484935670866e-05,60315,8559,1087,8,0,0,0,0,0,0,43
SAMN56287650,"Chicago (CHI-D2), IL",MU,2025-07-27,858218325,17534,2.0430698680315408e-05,14400,2696,438,0,0,0,0,0,0,0,0
SAMN56287651,"Chicago (CHI-D2), IL",MU,2025-08-03,792047579,44412,5.607238905530447e-05,36119,7536,697,46,0,0,1,0,0,0,13
SAMN56287652,"Chicago (CHI-D2), IL",MU,2025-08-10,875736407,65366,7.464118138461725e-05,54298,9964,1054,49,0,0,0,0,0,0,1
SAMN56287653,"Chicago (CHI-D2), IL",MU,2025-08-17,770467409,2302,2.987796723274508e-06,1811,435,50,6,0,0,0,0,0,0,0
SAMN56287654,"Chicago (CHI-D2), IL",MU,2025-08-26,979697085,13476,1.3755272120667789e-05,10474,2663,277,62,0,0,0,0,0,0,0
SAMN56287655,"Chicago (CHI-D2), IL",MU,2025-08-31,1052881294,18349,1.742741570637117e-05,15189,2910,217,33,0,0,0,0,0,0,0
SAMN56287656,"Chicago (CHI-D2), IL",MU,2025-09-07,1131266290,93111,8.2306881079255e-05,72709,18783,1464,96,0,0,0,0,0,0,59
SAMN56287657,"Chicago (CHI-D2), IL",MU,2025-09-14,827954361,40029,4.834686775688111e-05,33384,5821,823,1,0,0,0,0,0,0,0
SAMN56287658,"Chicago (CHI-D2), IL",MU,2025-09-21,1326762080,20327,1.5320757433766873e-05,17459,2525,315,28,0,0,0,0,0,0,0
SAMN56287659,"Chicago (CHI-D2), IL",MU,2025-09-28,1085042230,56090,5.169384052452963e-05,44226,10711,1098,41,0,0,0,0,0,0,14
SAMN56287660,"Chicago (CHI-D2), IL",MU,2025-10-05,626767654,20075,3.202941292819173e-05,15490,4290,287,8,0,0,0,0,0,0,0
SAMN53135075,"Chicago (CHI-D2), IL",MU,2025-10-12,1339337010,92532,6.908791387762815e-05,72445,18800,1159,121,0,0,0,0,0,0,7
SAMN53135077,"Chicago (CHI-D2), IL",MU,2025-10-19,1225617025,2388,1.9484063547501716e-06,1808,540,39,1,0,0,0,0,0,0,0
SAMN54610802,"Chicago (CHI-D2), IL",MU,2025-10-26,1478531528,32993,2.2314708462544195e-05,24214,8323,413,43,0,0,0,0,0,0,0
SAMN54610803,"Chicago (CHI-D2), IL",MU,2025-11-02,1020645975,50225,4.920903156454421e-05,40685,8797,655,87,0,0,0,0,0,0,1
SAMN54610804,"Chicago (CHI-D2), IL",MU,2025-11-09,1173141098,19745,1.6830882520151894e-05,16043,3362,313,27,0,0,0,0,0,0,0
SAMN54610805,"Chicago (CHI-D2), IL",MU,2025-11-16,1237889125,58503,4.726029077927314e-05,50808,7027,555,99,0,0,0,0,0,0,14
SAMN54610806,"Chicago (CHI-D2), IL",MU,2025-11-23,584379656,20214,3.459052653947967e-05,18106,1926,150,31,0,0,0,0,0,0,1
SAMN54610807,"Chicago (CHI-D2), IL",MU,2025-11-30,662517642,46464,7.013247203460885e-05,41254,4776,357,68,0,0,0,0,0,0,9
SAMN55038729,"Chicago (CHI-D2), IL",MU,2025-12-07,1127157237,1928,1.7104978229403854e-06,1694,220,11,3,0,0,0,0,0,0,0
SAMN55038730,"Chicago (CHI-D2), IL",MU,2025-12-14,825033232,8849,1.0725628564741256e-05,8009,748,79,13,0,0,0,0,0,0,0
SAMN55038731,"Chicago (CHI-D2), IL",MU,2025-12-21,708314068,10871,1.5347711546511315e-05,10043,747,71,10,0,0,0,0,0,0,0
SAMN55038732,"Chicago (CHI-D2), IL",MU,2025-12-28,717789116,19507,2.717650569669546e-05,17849,1507,124,26,0,0,0,0,0,0,1
SAMN53084823,"Ottumwa WPCF, IA",MU,2025-02-19,962373543,792668,0.0008236593844101,336986,295626,158218,502,0,46,0,0,0,0,1290
SAMN53084824,"Ottumwa WPCF, IA",MU,2025-02-26,1047919449,105126,0.0001003187793683,46999,42346,15527,68,0,1,0,0,0,0,185
SAMN53084825,"Ottumwa WPCF, IA",MU,2025-03-05,952246095,190451,0.0002000018703148,121093,50192,18747,72,0,12,0,0,0,0,335
SAMN53084826,"Ottumwa WPCF, IA",MU,2025-03-12,864413878,112610,0.0001302732439471,59235,40716,12425,67,0,4,0,0,0,0,163
SAMN53084827,"Ottumwa WPCF, IA",MU,2025-03-19,876590832,112918,0.0001288149452149,64337,41578,6716,55,0,8,0,0,0,0,224
SAMN53084828,"Ottumwa WPCF, IA",MU,2025-03-26,635832962,539539,0.0008485546240051,278081,201485,58619,393,0,43,1,0,0,0,917
SAMN53084829,"Ottumwa WPCF, IA",MU,2025-04-02,1068405501,1211965,0.0011343679893688,724834,399456,84796,834,0,38,3,0,0,0,2004
SAMN53084830,"Ottumwa WPCF, IA",MU,2025-04-09,1198605357,1097662,0.0009157826582281,445845,244928,404857,422,0,19,2,0,0,0,1589
SAMN53084831,"Ottumwa WPCF, IA",MU,2025-04-16,622366521,214637,0.0003448723425147,111778,81306,20956,138,0,11,0,0,0,0,448
SAMN53084832,"Ottumwa WPCF, IA",MU,2025-04-25,609909463,159583,0.0002616503098919,68018,70247,20763,289,0,4,1,0,0,0,261
SAMN53084833,"Ottumwa WPCF, IA",MU,2025-04-30,697329978,161000,0.0002308806520289,77387,68812,14380,129,0,21,0,0,0,0,271
SAMN53084834,"Ottumwa WPCF, IA",MU,2025-05-07,674616091,528354,0.0007831921103702,260846,211937,53967,359,0,29,0,0,0,0,1216
SAMN53084835,"Ottumwa WPCF, IA",MU,2025-05-14,1016253123,530677,0.0005221897851919,236022,232539,60223,716,0,80,11,0,0,0,1086
SAMN53084836,"Ottumwa WPCF, IA",MU,2025-05-21,949050855,765167,0.0008062444662146,333984,365023,63132,794,0,53,0,0,0,0,2181
SAMN53084837,"Ottumwa WPCF, IA",MU,2025-05-28,941935857,1444823,0.001533886823888,678396,355158,408040,748,0,50,0,0,0,0,2431
SAMN53084838,"Ottumwa WPCF, IA",MU,2025-06-04,1011407276,940448,0.0009298410465459,304901,460075,172148,497,0,49,0,0,0,0,2778
SAMN53084839,"Ottumwa WPCF, IA",MU,2025-06-11,1357105898,1325075,0.0009763976429199,455241,638136,226859,1583,0,50,0,0,0,0,3206
SAMN53084840,"Ottumwa WPCF, IA",MU,2025-06-18,1560053886,1028384,0.0006591977426092,316660,494211,214078,659,0,46,0,0,0,0,2730
SAMN53084841,"Ottumwa WPCF, IA",MU,2025-06-25,1643958867,425787,0.0002590010057715,122311,258583,43461,280,0,34,0,0,0,0,1118
SAMN53084842,"Ottumwa WPCF, IA",MU,2025-07-02,1016216301,736140,0.0007243930246696,198244,314213,221302,204,0,6,0,0,0,0,2171
SAMN53084843,"Ottumwa WPCF, IA",MU,2025-07-09,1012567691,592045,0.0005846967123899,194956,327739,67141,458,0,56,0,0,0,0,1695
SAMN53084844,"Ottumwa WPCF, IA",MU,2025-07-16,1031105043,549321,0.0005327497947267,174652,301306,70063,640,0,3,0,0,0,0,2657
SAMN53084845,"Ottumwa WPCF, IA",MU,2025-07-23,912225500,396022,0.0004341273073379,105014,246087,42838,271,0,87,0,0,0,0,1725
SAMN53084846,"Ottumwa WPCF, IA",MU,2025-07-30,857728082,120157,0.0001400875201845,50415,60202,8772,0,0,0,0,0,0,0,768
SAMN53084847,"Ottumwa WPCF, IA",MU,2025-08-06,935440168,432585,0.0004624400520718,121654,243587,65103,322,0,40,0,0,0,0,1879
SAMN53084848,"Ottumwa WPCF, IA",MU,2025-08-14,929273366,656744,0.0007067285300846,190372,366302,97447,408,0,32,2,0,0,0,2181
SAMN53084849,"Ottumwa WPCF, IA",MU,2025-08-20,924999347,294310,0.000318173197586,97258,151712,44337,213,0,12,0,0,0,0,778
SAMN53084850,"Ottumwa WPCF, IA",MU,2025-08-27,1071714773,185097,0.0001727110651669,54244,106997,23179,229,0,17,0,0,0,0,431
SAMN53084851,"Ottumwa WPCF, IA",MU,2025-09-03,1023226560,416954,0.0004074894224794,130242,231567,52984,655,0,33,0,0,0,0,1473
SAMN53084852,"Ottumwa WPCF, IA",MU,2025-09-10,896701627,690576,0.000770129081075,169290,425818,92376,641,0,45,0,0,0,0,2406
SAMN53084853,"Ottumwa WPCF, IA",MU,2025-09-17,1361263449,704709,0.0005176874472885,197833,378913,124898,697,0,31,0,0,0,0,2337
SAMN53084854,"Ottumwa WPCF, IA",MU,2025-09-24,1078886481,864074,0.0008008942694314,268217,339644,252957,681,1,41,0,0,0,0,2533
SAMN53084855,"Ottumwa WPCF, IA",MU,2025-10-01,791547897,544526,0.0006879255217072,188334,239967,113863,478,0,57,0,0,0,0,1827
SAMN53084856,"Ottumwa WPCF, IA",MU,2025-10-08,959867498,1367088,0.0014242465786668,482823,342730,539200,372,0,50,0,0,0,0,1913
SAMN54703701,"Ottumwa WPCF, IA",MU,2025-10-15,1294564722,1478596,0.0011421568770356,536789,555829,381428,661,0,75,0,0,0,0,3814
SAMN54703702,"Ottumwa WPCF, IA",MU,2025-10-22,1632453733,1986976,0.0012171714026764,731806,465708,786265,607,0,52,1,0,0,0,2537
SAMN54703703,"Ottumwa WPCF, IA",MU,2025-10-29,970334750,852507,0.0008785699986525,293140,215376,342349,295,0,60,2,0,0,0,1285
SAMN54703704,"Ottumwa WPCF, IA",MU,2025-11-05,1483083011,2007575,0.0013536497856895,995204,528798,479688,992,0,101,17,0,0,0,2775
SAMN54703705,"Ottumwa WPCF, IA",MU,2025-11-12,1017578632,1134232,0.0011146381855235,509942,389348,231584,762,2,126,0,0,0,0,2468
SAMN54703706,"Ottumwa WPCF, IA",MU,2025-11-19,918417816,929852,0.0010124498717259,396452,253537,277743,633,0,104,0,0,0,0,1383
SAMN54703707,"Ottumwa WPCF, IA",MU,2025-11-24,1102514100,223845,0.0002030314170131,183974,29730,9681,388,0,0,0,0,0,0,72
SAMN54703708,"Ottumwa WPCF, IA",MU,2025-12-03,748144071,572669,0.000765452834819,246898,245649,77627,1096,0,45,0,0,0,0,1354
SAMN54703709,"Ottumwa WPCF, IA",MU,2025-12-10,1110567330,763939,0.0006878817513927,306572,339636,115357,525,0,42,6,0,0,0,1801
SAMN55039076,"Ottumwa WPCF, IA",MU,2025-12-17,909657071,341649,0.000375579997003,140869,144008,55452,431,0,30,1,0,0,0,858
SAMN55039077,"Ottumwa WPCF, IA",MU,2025-12-22,1191246692,304658,0.0002557471949731,164941,86039,52816,341,0,13,2,0,0,0,506
SAMN55039078,"Ottumwa WPCF, IA",MU,2025-12-31,1183471055,757729,0.0006402598498701,341900,293581,119208,1177,0,62,3,0,0,0,1798
SAMN54703710,"Boise RWF, ID",MU,2024-11-04,1612316118,394217,0.0002445035409613,372308,18176,3151,575,0,0,0,0,0,0,7
SAMN54703711,"Boise RWF, ID",MU,2024-11-18,1599123757,314687,0.0001967871458494,284207,25679,4096,699,0,0,0,0,0,0,6
SAMN54703712,"Boise RWF, ID",MU,2024-11-25,1293693860,207418,0.0001603300490272,188210,15724,2701,763,0,14,0,0,0,0,6
SAMN54703713,"Boise RWF, ID",MU,2024-12-02,745738888,158951,0.0002131456499825,146875,9382,2333,357,0,0,0,0,0,0,4
SAMN54703714,"Boise RWF, ID",MU,2024-12-16,817023350,158379,0.0001938488049331,143595,12667,1595,517,0,0,0,0,0,0,5
SAMN54703715,"Boise RWF, ID",MU,2024-12-23,1309871009,189746,0.0001448585385097,173687,13848,1482,726,0,0,0,0,0,0,3
SAMN54703716,"Boise RWF, ID",MU,2024-12-30,923426308,172389,0.0001866840900097,165243,5398,1567,179,0,0,0,0,0,0,2
SAMN54703717,"Boise RWF, ID",MU,2025-01-06,798784120,78785,9.86311545602584e-05,71396,6097,1066,222,0,0,0,0,0,0,4
SAMN54703718,"Boise RWF, ID",MU,2025-01-13,821352019,65481,7.972342976611104e-05,57688,5782,1848,118,0,0,0,0,0,0,45
SAMN54703719,"Boise RWF, ID",MU,2025-01-20,806795637,55144,6.834940283644593e-05,51736,2838,485,79,0,0,0,0,0,0,6
SAMN54703720,"Boise RWF, ID",MU,2025-01-27,770753835,89486,0.0001161019198821,80406,7566,1279,223,0,0,0,0,0,0,12
SAMN54703721,"Boise RWF, ID",MU,2025-02-03,824738370,112609,0.0001365390578347,106447,5016,1012,133,0,0,0,0,0,0,1
SAMN54703722,"Boise RWF, ID",MU,2025-02-10,608661180,83617,0.0001373785658549,78161,4124,1177,150,0,0,0,0,0,0,5
SAMN54703723,"Boise RWF, ID",MU,2025-02-24,612554912,93819,0.0001531601464,86970,5167,1541,131,0,0,0,0,0,0,10
SAMN54703724,"Boise RWF, ID",MU,2025-03-10,607283445,146146,0.0002406553335238,138753,4247,3103,27,0,0,0,0,0,0,16
SAMN54703725,"Boise RWF, ID",MU,2025-03-17,600468748,160849,0.0002678723922531,153656,4327,2835,29,0,0,0,0,0,0,2
SAMN54703726,"Boise RWF, ID",MU,2025-03-24,601783588,151722,0.0002521205347328,143283,6059,2252,124,0,0,0,0,0,0,4
SAMN54703727,"Boise RWF, ID",MU,2025-03-31,601932979,219185,0.0003641352237655,208392,7395,3310,74,0,0,0,0,0,0,14
SAMN54703728,"Boise RWF, ID",MU,2025-04-07,704906907,539194,0.0007649151890066,514795,12928,11298,172,0,0,0,0,0,0,1
SAMN54703729,"Boise RWF, ID",MU,2025-04-14,725082081,624664,0.0008615079814667,604502,13366,6533,234,0,0,0,0,0,0,29
SAMN54703730,"Boise RWF, ID",MU,2025-04-21,564670982,668608,0.0011840665118506,650069,10177,8200,152,0,0,0,1,0,0,9
SAMN54703731,"Boise RWF, ID",MU,2025-04-28,592914385,822478,0.0013871783529084,805736,9823,6669,180,3,0,0,2,0,0,65
SAMN54703732,"Boise RWF, ID",MU,2025-05-05,685776157,685762,0.0009999793562376,665208,13074,7224,239,0,0,0,0,0,0,17
SAMN54703733,"Boise RWF, ID",MU,2025-05-12,956755810,909112,0.0009502027481808,886340,12951,9554,224,0,0,0,0,0,0,43
SAMN54703734,"Boise RWF, ID",MU,2025-05-19,1149838505,1571077,0.0013663457895767,1534965,23885,11759,387,0,0,0,0,0,0,81
SAMN54703735,"Boise RWF, ID",MU,2025-05-26,899721311,861299,0.0009572953196392,837519,11348,12211,201,0,0,0,2,0,0,18
SAMN54703736,"Boise RWF, ID",MU,2025-06-02,1032194657,1185586,0.0011486069918689,1151051,22256,11792,487,0,0,0,0,0,0,0
SAMN54703737,"Boise RWF, ID",MU,2025-06-09,1308911713,1155395,0.0008827142339125,1119567,28271,7042,500,0,0,0,0,0,0,15
SAMN54703738,"Boise RWF, ID",MU,2025-06-16,1465773459,1005346,0.0006858808868635,972758,24765,7283,446,0,0,0,0,0,0,94
SAMN54703739,"Boise RWF, ID",MU,2025-06-23,1691061658,829611,0.0004905858967798,774978,40337,13759,464,0,0,0,0,0,0,73
SAMN54703740,"Boise RWF, ID",MU,2025-06-30,1123667079,631596,0.0005620846350345,604844,21367,5022,302,0,0,0,0,0,0,61
SAMN54703741,"Boise RWF, ID",MU,2025-07-07,891289735,849584,0.0009532074325976,827983,18287,3057,224,0,0,0,0,0,0,33
SAMN54703742,"Boise RWF, ID",MU,2025-07-14,1082642556,426566,0.0003940044640181,384111,39961,2257,237,0,0,0,0,0,0,0
SAMN54703743,"Boise RWF, ID",MU,2025-07-21,1103252910,309753,0.0002807633654915,287847,18607,2955,319,0,0,0,0,0,0,25
SAMN54703744,"Boise RWF, ID",MU,2025-07-28,858152481,401287,0.0004676173627469,381514,17387,2249,137,0,0,0,0,0,0,0
SAMN54703745,"Boise RWF, ID",MU,2025-08-04,659952151,330911,0.000501416654978,311795,16883,1500,689,0,0,0,3,0,0,41
SAMN54703746,"Boise RWF, ID",MU,2025-08-11,828694313,355511,0.0004290013753237,333305,18682,3188,249,0,0,0,0,0,0,87
SAMN54703747,"Boise RWF, ID",MU,2025-08-18,1097140459,218144,0.0001988296012698,199136,17566,1130,280,0,0,0,0,0,0,32
SAMN54703748,"Boise RWF, ID",MU,2025-08-25,958275811,106766,0.0001114146874776,97348,8380,905,112,0,0,0,0,0,0,21
SAMN54703749,"Boise RWF, ID",MU,2025-09-01,832876203,171139,0.0002054795171041,160263,9235,1614,20,0,0,0,0,0,0,7
SAMN54703750,"Boise RWF, ID",MU,2025-09-08,901643729,193323,0.0002144117391183,178556,12727,1910,126,0,0,0,0,0,0,4
SAMN54703751,"Boise RWF, ID",MU,2025-09-15,1222942636,187704,0.0001534855311071,170480,16047,939,195,0,0,0,0,0,0,43
SAMN54703752,"Boise RWF, ID",MU,2025-09-22,1206810691,224919,0.0001863747161649,201752,21033,1872,241,0,0,0,0,0,0,21
SAMN54703753,"Boise RWF, ID",MU,2025-09-29,1032522979,202379,0.0001960043544948,183466,17549,1107,237,0,0,0,0,0,0,20
SAMN54703754,"Boise RWF, ID",MU,2025-10-06,1197424512,490659,0.0004097619474821,455552,31046,3707,330,0,0,0,0,0,0,24
SAMN54703755,"Boise RWF, ID",MU,2025-10-13,1090044826,341486,0.000313277024811,315498,21199,4525,241,0,0,5,0,0,0,18
SAMN54703756,"Boise RWF, ID",MU,2025-10-20,1280170383,1209718,0.0009449664013981,1174827,26532,7956,348,0,0,2,0,0,0,53
SAMN54703757,"Boise RWF, ID",MU,2025-10-27,1351235924,1264428,0.0009357566488144,1219506,32699,11432,781,0,0,0,0,0,0,10
SAMN54703758,"Boise RWF, ID",MU,2025-11-03,1314636901,1133448,0.0008621757073286,1081324,44897,6150,1016,0,0,0,0,0,0,61
SAMN54703759,"Boise RWF, ID",MU,2025-11-10,1140516733,573222,0.0005025985006745,552644,17522,2575,465,0,0,0,0,0,0,16
SAMN54703760,"Boise RWF, ID",MU,2025-11-17,1320330665,828093,0.0006271860693321,800484,21817,5259,506,0,0,0,0,0,0,27
SAMN54703761,"Boise RWF, ID",MU,2025-11-24,1058974951,948489,0.0008956670779647,920911,19390,7767,378,0,0,0,0,0,0,43
SAMN54703762,"Boise RWF, ID",MU,2025-12-01,699603318,673804,0.0009631229336165,647444,20453,5375,522,0,0,0,0,0,0,10
SAMN54703763,"Boise RWF, ID",MU,2025-12-08,824052680,860105,0.001043750018506,825694,29202,4486,717,0,0,3,1,0,0,2
SAMN55039079,"Boise RWF, ID",MU,2025-12-15,1138682577,1078713,0.0009473342455471,1046616,27402,4320,369,0,0,0,0,0,0,6
SAMN55039080,"Boise RWF, ID",MU,2025-12-22,988162272,581857,0.0005888273783437,561934,16252,3356,292,0,0,0,1,0,0,22
SAMN55039081,"Boise RWF, ID",MU,2025-12-29,574748089,730364,0.0012707549863641,713497,12387,4127,318,0,0,2,0,0,0,33
SAMN54703764,"Milan WWTF, MO",MU,2025-02-24,933935892,9776,1.0467527893231456e-05,4417,4923,418,1,0,0,0,0,0,0,17
SAMN54703765,"Milan WWTF, MO",MU,2025-03-05,1259961585,38089,3.0230286743226386e-05,19180,9512,8699,166,0,0,0,0,0,0,532
SAMN53111716,"Milan WWTF, MO",MU,2025-03-12,619370981,35570,5.742923238439548e-05,22889,12071,562,44,0,0,0,0,0,0,4
SAMN53111717,"Milan WWTF, MO",MU,2025-03-20,703503312,7020,9.978631060090871e-06,3764,3106,80,69,0,0,1,0,0,0,0
SAMN53111718,"Milan WWTF, MO",MU,2025-03-27,697258707,28811,4.132038755594915e-05,10363,17066,672,647,0,0,10,0,0,0,53
SAMN53111719,"Milan WWTF, MO",MU,2025-04-02,741162973,44975,6.068166063120371e-05,23604,19448,1265,566,0,0,8,0,0,0,84
SAMN53111720,"Milan WWTF, MO",MU,2025-04-09,869255394,48257,5.551532993996008e-05,17134,7833,23232,18,0,0,0,0,0,0,40
SAMN53111721,"Milan WWTF, MO",MU,2025-04-24,673777442,5694,8.450861731283666e-06,1645,2839,1086,79,0,0,4,0,0,0,41
SAMN53111722,"Milan WWTF, MO",MU,2025-05-01,723051351,3836,5.305294008087677e-06,795,1744,966,273,0,0,0,0,0,0,58
SAMN53111723,"Milan WWTF, MO",MU,2025-05-07,698977697,251874,0.0003603462615202,38805,187639,13494,11488,0,1,0,0,0,0,447
SAMN53111724,"Milan WWTF, MO",MU,2025-05-22,888771563,95237,0.000107155768664,21158,63790,9068,861,0,0,0,0,0,0,360
SAMN53111725,"Milan WWTF, MO",MU,2025-06-12,1104315201,237229,0.0002148200077162,71705,149367,5475,10585,0,0,0,0,0,0,97
SAMN53111726,"Milan WWTF, MO",MU,2025-06-17,1411766450,2845153,0.0020153142185805,2648266,161153,31717,2939,0,0,0,0,0,0,1078
SAMN53111727,"Milan WWTF, MO",MU,2025-06-26,1318985138,48660,3.689200021903507e-05,15026,30950,2384,184,0,0,0,0,0,0,116
SAMN53111728,"Milan WWTF, MO",MU,2025-07-09,905016728,34757,3.840481498812694e-05,8990,10592,13675,287,0,0,0,0,0,0,1213
SAMN53111729,"Milan WWTF, MO",MU,2025-07-24,821354802,26993,3.286399487075745e-05,9510,14034,3390,27,0,0,0,0,0,0,32
SAMN53111730,"Milan WWTF, MO",MU,2025-07-29,920610909,11599,1.2599242401547517e-05,7067,4206,326,0,0,0,0,0,0,0,0
SAMN53111731,"Milan WWTF, MO",MU,2025-08-13,867471613,128377,0.0001479898570467,85022,37434,5427,85,0,0,0,0,0,0,409
SAMN53111732,"Milan WWTF, MO",MU,2025-08-27,968639679,24230,2.5014461543651057e-05,10024,10816,3245,0,0,0,0,0,0,0,145
SAMN53111733,"Milan WWTF, MO",MU,2025-09-10,761779555,84790,0.0001113051662301,37845,40482,6057,127,0,0,0,0,0,0,279
SAMN53111734,"Milan WWTF, MO",MU,2025-09-17,1440748981,51856,3.599239054398471e-05,26103,23025,2433,264,0,0,0,0,0,0,31
SAMN53111735,"Milan WWTF, MO",MU,2025-09-24,878022219,23785,2.7089291689097905e-05,8139,11469,3977,119,0,0,0,0,0,0,81
SAMN53111736,"Milan WWTF, MO",MU,2025-10-08,920077896,44295,4.8142662912097605e-05,14785,24564,4615,67,0,0,0,0,0,0,264
SAMN54703766,"Milan WWTF, MO",MU,2025-10-22,1200061235,152438,0.0001270251846773,124077,24560,2872,892,0,0,0,0,0,0,37
SAMN54703767,"Milan WWTF, MO",MU,2025-10-29,1007139321,24141,2.3969871393791007e-05,14784,6067,3189,101,0,0,0,0,0,0,0
SAMN54703768,"Milan WWTF, MO",MU,2025-11-05,1255541804,69418,5.5289278125859995e-05,29440,19178,18859,609,0,0,1,0,0,0,1331
SAMN54703769,"Milan WWTF, MO",MU,2025-11-12,1158911246,80960,6.985867147241403e-05,44989,19557,15043,656,0,0,0,0,0,0,715
SAMN54703770,"Milan WWTF, MO",MU,2025-11-19,838380707,119638,0.0001427012799806,57544,41289,18436,895,0,0,0,0,0,0,1474
SAMN54703771,"Milan WWTF, MO",MU,2025-11-25,605590391,25581,4.2241423213070767e-05,10833,12984,1560,110,0,0,0,0,0,0,94
SAMN54703772,"Milan WWTF, MO",MU,2025-12-10,799019582,35814,4.4822430897569665e-05,6905,5686,20786,490,0,0,0,0,0,0,1947
SAMN55951729,"Milan WWTF, MO",MU,2025-12-17,921037966,128351,0.0001393547331793,108006,12660,6691,547,0,0,0,0,0,0,447
SAMN53071625,"Monett WWTP, MO",MU,2025-06-10,1275686392,363936,0.0002852864170083,310813,33457,14501,5017,0,0,0,0,0,0,148
SAMN53071626,"Monett WWTP, MO",MU,2025-06-16,1609453181,197436,0.0001226727203566,168527,17886,8171,2692,0,0,0,0,0,0,160
SAMN53071627,"Monett WWTP, MO",MU,2025-06-23,2243080708,98844,4.406618078764199e-05,71923,14166,12661,94,0,0,0,0,0,0,0
SAMN53071628,"Monett WWTP, MO",MU,2025-06-30,1074213907,122485,0.00011402291406,99442,16409,4185,2449,0,0,0,0,0,0,0
SAMN53071629,"Monett WWTP, MO",MU,2025-07-07,1052396760,110097,0.0001046154874137,90891,7944,11104,146,0,0,0,0,0,0,12
SAMN53071630,"Monett WWTP, MO",MU,2025-07-14,935920660,171946,0.0001837185643492,140462,22095,8899,490,0,0,0,0,0,0,0
SAMN53071631,"Monett WWTP, MO",MU,2025-07-21,932392260,152939,0.0001640286031546,79792,63124,9905,101,0,0,0,0,0,0,17
SAMN53071632,"Monett WWTP, MO",MU,2025-07-28,942375578,37465,3.975591141645651e-05,28502,6668,2128,167,0,0,0,0,0,0,0
SAMN53071633,"Monett WWTP, MO",MU,2025-08-04,839413463,52144,6.211956598079961e-05,47109,4029,850,153,0,0,0,0,0,0,3
SAMN53071634,"Monett WWTP, MO",MU,2025-08-11,935239197,11665,1.247274498055496e-05,9317,1427,810,106,0,0,0,0,0,0,5
SAMN53071635,"Monett WWTP, MO",MU,2025-08-18,885211945,90902,0.0001026895316013,69639,19568,1627,64,0,0,0,0,0,0,4
SAMN53071636,"Monett WWTP, MO",MU,2025-08-25,875878990,19499,2.2262207705199097e-05,15156,2926,1285,128,0,0,0,0,0,0,4
SAMN53071637,"Monett WWTP, MO",MU,2025-09-02,993971519,231509,0.0002329131122719,192956,17015,17477,2988,0,0,0,0,0,0,1073
